topic;level_1;qids;qstr;num_words;questions;result;filtered_result;correct_result;overlap;error_type
Material Manufacturing;11;G-META-12-10;MCQS;22;Floatation beneficiation is based on the principle of  (A) Mineral surface hydrophobicity (B) Gravity difference (C) Chemical reactivity (D) Particle size difference;"The correct answer is:

* A) Mineral surface hydrophobicity";;A;0;
Material Applications;24;G-META-12-11;MCQS;18;Copper can be reduced from acidic copper sulphate solution by  (A) Silver (B) Iron (C) Carbon (D) Lead;"

Let's analyze the options:

* (A) Silver: Silver is less reactive than copper, so it cannot reduce copper ions from an acidic copper sulphate solution.
* (B) Iron: Iron is more reactive than copper, so it can reduce copper ions from an acidic copper sulphate solution. This is a correct option.
* (C) Carbon: Carbon is not reactive enough to reduce copper ions from an acidic copper sulphate solution.
* (D) Lead: Lead is less reactive than copper, so it cannot reduce copper ions from an acidic copper sulphate solution.

Correct answer:

* [B] Iron";;B;0;
Material Manufacturing;12;G-META-12-12;MCQS;15;Which one is NOT an agglomeration process?  (A) Nodulizing (B) Briquetting (C) Roasting (D) Pelletizing;"The correct answer is:

* (C) Roasting

Roasting is a thermal process used to convert sulfide ores into oxides, whereas the other options are all agglomeration processes:

* Nodulizing: a process of forming nodules or small balls from powdered materials
* Briquetting: a process of compressing powdered materials into briquettes or blocks
* Pelletizing: a process of forming pellets from powdered materials";;C;0;
Material Manufacturing;13;G-META-12-13;MCQS;20;During LD blow in steelmaking the impurity that gets removed first is  (A) Carbon (B) Phosphorous (C) Manganese (D) Silicon;"A question about steelmaking!

During the Linz-Donawitz (LD) process, also known as the basic oxygen furnace (BOF) process, the impurities are removed in a specific order. Here's the correct sequence:

1. Silicon (Si) is removed first, as it reacts with oxygen to form silica (SiO2), which floats on top of the molten steel and is removed as slag.
2. Manganese (Mn) is removed next, as it also reacts with oxygen to form manganese oxide (MnO), which is also removed as slag.
3. Carbon (C) is removed in the form of carbon dioxide (CO2) as the oxygen reacts with the carbon in the steel.
4. Phosphorus (P) is removed last, as it reacts with the lime (CaO) and silica to form a slag that can be removed.

So, the correct answer is:

* [D] Silicon";;D;0;
Thermodynamics;44;G-META-12-14;MCQS;44;During the solidification of a pure metal, it was found that dendrites are formed. Assuming that the liquid-solid interface is at the melting temperature, the temperature from the interface into the liquid  (A) Decreases (B) Increases (C) Remains constant (D) Increases and then decreases;"The correct answer is:

* (A) Decreases

Explanation: During the solidification of a pure metal, the temperature at the liquid-solid interface is at the melting temperature. As you move away from the interface into the liquid, the temperature decreases because the liquid is supercooled, meaning it is cooled below its equilibrium melting temperature. This temperature gradient is necessary for solidification to occur.";;A;0;
Atomic Structure;44;G-META-12-15;MCQS-NUM;51;A peak in the X-ray diffraction pattern is observed at 2θ = 78°, corresponding to {311} planes of an fcc metal, when the incident beam has a wavelength of 0.154 nm. The lattice parameter of the metal is approximately  (A) 0.6 nm (B) 0.4 nm (C) 0.3 nm (D) 0.2 nm;"To solve this problem, we can use Bragg's law, which relates the wavelength of the incident X-ray beam, the lattice spacing, and the angle of diffraction.

Bragg's law is given by:

nλ = 2d sin(θ)

where n is an integer, λ is the wavelength of the incident beam, d is the lattice spacing, and θ is the angle of diffraction.

Rearranging the equation to solve for d, we get:

d = nλ / (2 sin(θ))

We are given that the peak in the X-ray diffraction pattern is observed at 2θ = 78°, so θ = 39°. We are also given that the wavelength of the incident beam is 0.154 nm.

For an fcc metal, the lattice spacing for the {311} planes is given by:

d = a / √(11)

where a is the lattice parameter.

Substituting this expression for d into the equation above, we get:

a / √(11) = nλ / (2 sin(θ))

Substituting the given values, we get:

a / √(11) = 1 × 0.154 nm / (2 sin(39°))

Solving for a, we get:

a ≈ 0.359 nm

The closest answer choice to this value is:

(B) 0.4 nm";;B;0;
Atomic Structure;45;G-META-12-16;MCQS;34;If d is the inter-planar spacing of the planes {h k l}, the inter-planar spacing of the planes {nh nk nl}, n being an integer, is  (A) d (B) d/n (C) nd (D) d/$n^2$;"Let's analyze the situation:

The inter-planar spacing of the planes {h k l} is given by d.

When we multiply the Miller indices by an integer n, the new Miller indices become {nh nk nl}. The resulting lattice vector will be n times the original lattice vector.

The inter-planar spacing is inversely proportional to the length of the reciprocal lattice vector. Since the reciprocal lattice vector is proportional to the Miller indices, the inter-planar spacing will be inversely proportional to the Miller indices.

So, the inter-planar spacing of the planes {nh nk nl} will be d/n.

Correct answer:

* (B) d/n";;B;0;
Electrical Properties;14;G-META-12-17;MCQS;41;As temperature increases, the electrical resistivities of pure metals ($ρ_m$) and intrinsic semiconductors ($ρ_s$) vary as follows  (A) Both $ρ_m$ and $ρ_s$ increase (B) Both $ρ_m$ and $ρ_s$ decrease (C) $ρ_m$ increases and $ρ_s$ decreases (D) $ρ_m$ decreases and $ρ_s$ increases ;"Let's analyze the behavior of pure metals and intrinsic semiconductors with respect to temperature:

Pure Metals:
As temperature increases, the lattice vibrations (phonons) in metals increase, causing more collisions between electrons and lattice ions. This increased scattering of electrons leads to an increase in electrical resistivity (ρm).

Intrinsic Semiconductors:
At room temperature, the number of thermally excited electrons in the conduction band of an intrinsic semiconductor is very low. As temperature increases, more electrons can cross the energy gap, leading to an increase in the number of charge carriers. This results in a decrease in electrical resistivity (ρs).

So, based on this analysis, the correct answer is:

Answer: (C) $ρ_m$ increases and $ρ_s$ decreases";;C;0;
Thermodynamics;45;G-META-12-18;MCQS;54;At equilibrium spacing in a crystalline solid, which of the following is true for net inter-atomic force (F) and potential energy (U)  (A) F is zero and U is zero (B) F is zero and U is minimum (C) F is minimum and U is zero (D) F is minimum and U is minimum;"Let's analyze the situation:

At equilibrium spacing in a crystalline solid, the atoms or molecules are arranged in a stable configuration, which means the net inter-atomic force (F) between them is zero. This is because the attractive and repulsive forces between the particles are balanced, resulting in no net force.

Regarding the potential energy (U), it is minimum at the equilibrium spacing. This is because the particles are in a stable configuration, and any deviation from this configuration would require energy to be added or removed, resulting in an increase in potential energy.

So, the correct answer is:

[ (B) F is zero and U is minimum ]";;B;0;
Thermodynamics;46;G-META-12-19;MCQS;26;The property of a material that CANNOT be significantly changed by heat treatment is  (A) Yield strength (B) Ultimate tensile strength (C) Ductility (D) Elastic modulus;"

The correct answer is:

* (D) Elastic modulus";;D;0;
