topic;level_1;qids;qstr;num_words;questions;result;filtered_result;correct_result;overlap;error_type
Material manufacturing;11;G-META-12-10;MCQS;22;Floatation beneficiation is based on the principle of  (A) Mineral surface hydrophobicity (B) Gravity difference (C) Chemical reactivity (D) Particle size difference;"Based on the context provided, the correct answer is:

* (A) Mineral surface hydrophobicity";;A;1;
Material Applications;24;G-META-12-11;MCQS;18;Copper can be reduced from acidic copper sulphate solution by  (A) Silver (B) Iron (C) Carbon (D) Lead;"A nice chemistry question!

Let's analyze the options:

* (A) Silver: Silver is a less reactive metal than copper, so it cannot reduce copper ions from a copper sulphate solution.
* (B) Iron: Iron is more reactive than copper, so it can reduce copper ions from a copper sulphate solution. In fact, this is a classic displacement reaction: Fe (iron) + CuSO4 (copper sulphate) → FeSO4 (iron sulphate) + Cu (copper).
* (C) Carbon: Carbon is not reactive enough to reduce copper ions from a copper sulphate solution.
* (D) Lead: Lead is less reactive than copper, so it cannot reduce copper ions from a copper sulphate solution.

Therefore, the correct answer is:

* [B) Iron]";;B;1;
Material manufacturing;12;G-META-12-12;MCQS;15;Which one is NOT an agglomeration process?  (A) Nodulizing (B) Briquetting (C) Roasting (D) Pelletizing;"Based on the options provided, the correct answer is:

* (C) Roasting

Roasting is a thermal process used to convert sulfide ores into oxides, whereas the other options (Nodulizing, Briquetting, and Pelletizing) are all agglomeration processes, which involve binding fine particles together to form larger clusters or masses.";;C;1;
Material manufacturing;13;G-META-12-13;MCQS;20;During LD blow in steelmaking the impurity that gets removed first is  (A) Carbon (B) Phosphorous (C) Manganese (D) Silicon;"Based on the process of LD (Linz-Donawitz) blow in steelmaking, the correct answer is:

* Silicon (D)

In the LD process, silicon is the first impurity to be removed, followed by manganese, phosphorus, and finally carbon. This is because silicon is more readily oxidized and forms a slag that can be easily removed from the steel.";;D;1;
Thermodynamics;44;G-META-12-14;MCQS;44;During the solidification of a pure metal, it was found that dendrites are formed. Assuming that the liquid-solid interface is at the melting temperature, the temperature from the interface into the liquid  (A) Decreases (B) Increases (C) Remains constant (D) Increases and then decreases;"A nice question about solidification!

During the solidification of a pure metal, dendrites are formed when the liquid metal solidifies. At the liquid-solid interface, the temperature is at the melting temperature of the metal. As we move away from the interface into the liquid, the temperature:

**Increases**

This is because the heat of fusion is released as the metal solidifies, causing the temperature to rise in the liquid ahead of the solidification front.

So, the correct answer is:

* (B) Increases";;A;0;
Atomic structure;44;G-META-12-15;MCQS-NUM;51;A peak in the X-ray diffraction pattern is observed at 2θ = 78°, corresponding to {311} planes of an fcc metal, when the incident beam has a wavelength of 0.154 nm. The lattice parameter of the metal is approximately  (A) 0.6 nm (B) 0.4 nm (C) 0.3 nm (D) 0.2 nm;"To solve this problem, we can use Bragg's law, which relates the wavelength of the incident beam, the lattice parameter, and the angle of diffraction.

Bragg's law is given by:

nλ = 2d sin(θ)

where n is an integer, λ is the wavelength of the incident beam, d is the interplanar spacing, and θ is the angle of diffraction.

We are given that the peak in the X-ray diffraction pattern is observed at 2θ = 78°, which means θ = 39°. We are also given that the incident beam has a wavelength of 0.154 nm.

For an fcc metal, the interplanar spacing d for the {311} planes is related to the lattice parameter a by:

d = a / √(h^2 + k^2 + l^2)

where h, k, and l are the Miller indices. For the {311} planes, h = 3, k = 1, and l = 1, so:

d = a / √(3^2 + 1^2 + 1^2) = a / √11

Now we can plug in the values into Bragg's law:

nλ = 2d sin(θ)
n(0.154 nm) = 2(a / √11) sin(39°)

Simplifying and solving for a, we get:

a ≈ 0.359 nm

Rounding to one decimal place, the correct answer is:

**Answer: (A) 0.4 nm**";;B;0;
Atomic structure;45;G-META-12-16;MCQS;34;If d is the inter-planar spacing of the planes {h k l}, the inter-planar spacing of the planes {nh nk nl}, n being an integer, is  (A) d (B) d/n (C) nd (D) d/$n^2$;"Based on the concept of Millers indices and inter-planar spacing, the correct answer is:

Answer: (B) d/n

Explanation: The inter-planar spacing (d) of a crystal plane {h k l} is inversely proportional to the Miller indices (h, k, l). If the Miller indices are multiplied by an integer n, the inter-planar spacing becomes d/n.";;B;1;
Electrical;14;G-META-12-17;MCQS;41;As temperature increases, the electrical resistivities of pure metals ($ρ_m$) and intrinsic semiconductors ($ρ_s$) vary as follows  (A) Both $ρ_m$ and $ρ_s$ increase (B) Both $ρ_m$ and $ρ_s$ decrease (C) $ρ_m$ increases and $ρ_s$ decreases (D) $ρ_m$ decreases and $ρ_s$ increases ;"The correct answer is:

* (A) Both $ρ_m$ and $ρ_s$ increase";;C;0;
Thermodynamics;45;G-META-12-18;MCQS;54;At equilibrium spacing in a crystalline solid, which of the following is true for net inter-atomic force (F) and potential energy (U)  (A) F is zero and U is zero (B) F is zero and U is minimum (C) F is minimum and U is zero (D) F is minimum and U is minimum;"Based on the concept of equilibrium spacing in a crystalline solid, the correct answer is:

(B) F is zero and U is minimum

At equilibrium spacing, the net inter-atomic force (F) is zero, and the potential energy (U) is minimum. This is because the atoms in the crystal are in a state of balance, where the attractive and repulsive forces between them are equal, resulting in no net force. At the same time, the potential energy is minimized, indicating that the system is in a stable state.";;B;1;
Thermodynamics;46;G-META-12-19;MCQS;26;The property of a material that CANNOT be significantly changed by heat treatment is  (A) Yield strength (B) Ultimate tensile strength (C) Ductility (D) Elastic modulus;"Based on the context, the correct answer is:

* (D) Elastic modulus

Elastic modulus is a property of a material that is inherent to its internal structure and cannot be significantly changed by heat treatment. Yield strength, ultimate tensile strength, and ductility can all be affected by heat treatment, but elastic modulus remains relatively constant.";;D;1;
Atomic structure;46;G-META-12-20;MCQS;63;A unit dislocation splits into two partial dislocations. The correct combination of the Burgers vectors of the partial dislocations for a given unit dislocation having Burgers vector (a/2)[1 -1 0] is  (A) (a/6)[2 -1 1] and (a/6)[1 -2 -1] (B) (a/6)[1 -1 2] and (a/6)[-1 -2 1] (C) (a/6)[1 1 -2] and (a/6)[2 -1 -1] (D) (a/6)[2 1 1] and (a/6)[1 2 -1];"A nice materials science question!

Let's analyze the given Burgers vector of the unit dislocation: (a/2)[1 -1 0].

When a unit dislocation splits into two partial dislocations, the Burgers vectors of the partial dislocations must add up to the Burgers vector of the original unit dislocation.

We can try out the different options:

(A) (a/6)[2 -1 1] + (a/6)[1 -2 -1] = (a/6)[3 -3 0] = (a/2)[1 -1 0] (matches!)

(B) (a/6)[1 -1 2] + (a/6)[-1 -2 1] = (a/6)[0 -3 3] ≠ (a/2)[1 -1 0] (doesn't match)

(C) (a/6)[1 1 -2] + (a/6)[2 -1 -1] = (a/6)[3 0 -3] ≠ (a/2)[1 -1 0] (doesn't match)

(D) (a/6)[2 1 1] + (a/6)[1 2 -1] = (a/6)[3 3 0] ≠ (a/2)[1 -1 0] (doesn't match)

So, the correct answer is:

**[A) (a/6)[2 -1 1] and (a/6)[1 -2 -1]]**";;A;1;
Mechanical;22;G-META-12-21;MCQS;84;A polymer matrix composite is reinforced with long continuous ceramic fibres aligned in one direction. The Young’s moduli of the matrix and fibres are $E_m$ and $E_f$ respectively, and the volume fraction of the fibres is f. Assuming iso-stress condition, Young’s modulus of the composite $E_C$ in a direction perpendicular to the length of fibres, is given by the expression  (A) $E_C$ = (1-f)$E_m$ + f$E_f$ (B) $E_C$ = f$E_m$ + (1-f)$E_f$ (C) 1/$E_C$ = [(1-f)/$E_m$] + f/$E_f$ (D) 1/$E_C$ = [f/$E_m$] + (1-f)/$E_f$;"The correct answer is:

(C) 1/$E_C$ = [(1-f)/$E_m$] + f/$E_f$

Explanation: 
When the fibres are aligned in one direction, the loading condition in the direction perpendicular to the fibres is iso-stress. In this case, the Young's modulus of the composite can be calculated using the rule of mixtures for isotropic materials under iso-stress conditions, which is given by the expression 1/$E_C$ = [(1-f)/$E_m$] + f/$E_f$.";;C;1;
